C1,C2,C3,C4,C5,C6,C7,C8,N1,N2,N3,N4,N7,N8,N9,N10,N10.1,N11,N12,N14,N15,N16,N17,N18,N19,N21,N22,N23,N24,N33,N35,Dependent_Variable
1,1,3,1,1,True,4,True,9.74,29.0,3.7,18.0,32.0,16,570,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14629.0,0.48,14179.0,1.0,1.0,70.0,3750.0,280.0,12.0,0
1,0,0,41,0,False,0,True,17.35,,3.0,,9.0,3,94,0.0,2.0,6.0,,2.0,0.0,,,,,,,14.0,7083.333333,200.0,16.0,0
1,4,26,1,2,False,4,True,23.89,11.0,2.6,8.0,11.0,6,119,1.0,5.0,6.0,0.0,0.0,0.0,0.0,1718.0,0.53,1482.0,0.9,4.0,22.0,2500.0,40.0,17.0,1
1,1,7,41,2,False,2,True,15.5,17.0,3.0,9.0,19.0,11,213,0.0,1.0,3.0,0.0,6.0,0.0,0.0,21588.0,0.6,14242.0,0.57,1.0,18.0,4813.166667,120.0,41.0,0
1,0,0,26,2,True,1,True,8.2,112.0,4.0,18.0,37.0,10,6311,0.0,15.0,30.0,0.0,0.0,0.0,0.0,614123.0,0.04,247700.0,1.0,4.0,30.0,46250.0,100.0,24.0,0
1,1,2,1,2,False,2,True,19.9,137.0,3.3,27.0,54.0,12,599,2.0,0.0,4.0,0.0,18.0,0.0,0.0,16096.0,0.48,14142.0,0.91,0.0,94.0,5153.0,70.0,30.0,0
1,1,7,10,2,False,4,True,14.0,0.0,3.6,7.0,11.0,6,20,0.0,2.0,6.0,0.0,7.0,0.0,0.0,949.0,0.31,1916.0,0.72,1.0,34.0,2500.0,36.0,32.0,0
1,1,7,1,2,False,4,True,20.77,4.0,3.1,10.0,19.0,8,249,0.0,2.0,5.0,0.0,2.0,0.0,0.0,8122.0,0.71,3240.0,0.68,1.0,68.0,2083.333333,30.0,18.0,0
1,3,16,1,2,True,2,True,31.0,56.0,3.3,24.0,37.0,12,266,2.0,1.0,10.0,3342.0,0.0,0.0,0.0,7615.0,0.31,10423.0,0.93,3.0,60.0,4583.333333,300.0,21.0,0
1,2,3,1,1,True,4,True,20.99,153.0,3.6,16.0,52.0,14,533,0.0,1.0,5.0,0.0,0.0,0.0,0.0,23299.0,0.59,15824.0,1.0,0.0,64.0,3666.666667,100.0,20.0,0
1,1,28,1,5,True,7,True,31.77,23.0,3.5,5.0,15.0,4,406,0.0,0.0,4.0,0.0,0.0,0.0,0.0,14106.0,0.98,74.0,1.0,0.0,86.0,1916.666667,80.0,20.0,0
1,1,23,12,2,False,4,True,10.45,182.0,3.2,8.0,22.0,5,210,0.0,0.0,1.0,0.0,16.0,0.0,0.0,2882.0,0.55,1742.0,0.55,2.0,48.0,3416.666667,100.0,18.0,0
1,13,14,6,1,False,4,True,12.49,8.0,3.7,14.0,27.0,3,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,1.0,0.0,70.0,2500.0,40.0,8.0,0
1,0,2,40,2,False,1,True,13.25,17.0,3.4,7.0,7.0,6,50,0.0,2.0,13.0,0.0,0.0,0.0,0.0,1353.0,0.08,14147.0,1.0,3.0,28.0,10972.75,300.0,8.0,0
1,0,15,16,2,False,4,True,20.5,127.0,3.3,6.0,48.0,3,10,6.0,3.0,3.0,795.0,21.0,3.0,2.0,19.0,0.0,20381.0,0.52,0.0,14.0,2916.666667,100.0,31.0,1
1,0,19,0,0,True,0,True,24.0,,2.4,,8.0,2,48,3.0,13.0,24.0,,9.0,0.0,,,,,,,6.0,3333.333333,20.0,17.0,1
1,1,34,1,1,False,6,True,10.89,63.0,3.4,8.0,14.0,5,323,0.0,0.0,5.0,0.0,0.0,0.0,0.0,18223.0,0.9,1619.0,0.85,1.0,28.0,6250.0,260.0,12.0,0
1,1,2,40,2,False,2,True,17.0,7.0,3.0,14.0,17.0,8,212,0.0,0.0,11.0,0.0,0.0,0.0,0.0,8356.0,0.82,848.0,0.88,0.0,26.0,4583.333333,70.0,13.0,0
1,7,28,17,2,False,4,True,13.14,39.0,3.4,3.0,4.0,3,81,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1187.0,0.29,2797.0,0.5,0.0,26.0,3000.0,180.0,15.0,0
1,1,5,38,2,True,2,True,24.55,9.0,3.8,18.0,47.0,11,421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12445.0,0.48,13080.0,1.0,1.0,60.0,5083.333333,309.5,29.0,1
1,7,23,4,2,True,4,True,30.0,4.0,3.1,2.0,22.0,1,32,8.0,1.0,3.0,9254.0,22.0,1.0,0.0,1565.0,0.78,435.0,0.54,0.0,18.0,2500.0,30.0,19.0,1
1,1,7,17,1,False,7,True,31.99,27.0,3.4,17.0,19.0,5,121,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3373.0,1.0,59.0,0.94,1.0,90.0,1916.666667,80.0,11.0,0
1,2,14,41,1,True,1,True,24.49,158.0,3.4,18.0,19.0,11,428,0.0,3.0,5.0,0.0,0.0,0.0,0.0,14447.0,0.97,265.0,1.0,3.0,46.0,9500.0,140.0,9.0,1
1,0,0,9,0,False,0,True,20.0,,2.5,,22.0,2,20,5.0,2.0,3.0,,5.0,0.0,,,,,,,14.0,3583.333333,20.0,15.0,0
1,1,13,17,1,False,4,True,30.99,152.0,3.3,8.0,18.0,5,109,0.0,5.0,7.0,0.0,21.0,0.0,0.0,4371.0,0.47,2436.0,0.75,3.0,50.0,3500.0,40.0,20.0,0
1,1,23,7,2,False,4,True,30.99,123.0,3.4,6.0,28.0,2,433,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10093.0,0.57,2108.0,1.0,4.0,118.0,3000.0,150.0,16.0,0
1,3,5,0,1,False,1,True,7.49,55.0,3.9,12.0,32.0,13,205,0.0,1.0,3.0,0.0,0.0,0.0,0.0,6596.0,0.06,88905.0,0.96,0.0,10.0,10000.0,180.0,16.0,0
2,1,16,0,1,True,1,True,15.19,164.0,3.8,19.0,42.0,19,651,0.0,3.0,11.0,0.0,0.0,0.0,0.0,16544.0,0.22,57173.0,1.0,1.0,44.0,9000.0,400.0,16.0,0
1,0,8,31,0,True,0,True,20.5,,3.1,,33.0,0,0,0.0,6.0,,,,0.0,,,,,,,38.584,7833.333333,130.0,32.0,0
1,0,23,13,2,True,2,True,17.5,31.0,3.5,14.0,54.0,10,752,0.0,6.0,31.0,0.0,0.0,0.0,0.0,70317.0,0.67,33572.0,0.97,1.0,92.0,4500.0,500.0,24.0,0
1,1,34,1,2,True,4,True,23.88,27.0,3.4,13.0,38.0,13,699,0.0,1.0,8.0,0.0,0.0,1.0,0.0,29170.0,0.65,6566.0,0.96,0.0,88.0,2350.333333,130.0,24.0,1
2,3,16,1,3,False,5,False,28.04,7.0,3.4,3.0,21.0,6,182,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5783.0,0.64,3117.0,0.72,0.0,,0.0,300.0,12.0,0
1,0,19,10,2,False,6,True,13.0,91.0,3.3,4.0,12.0,3,169,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3651.0,0.48,3849.0,0.8,0.0,16.0,6666.666667,199.98,27.0,0
1,1,6,9,2,True,2,True,14.25,149.0,3.6,8.0,34.0,5,691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23524.0,0.71,6015.0,0.96,0.0,70.0,5250.0,200.0,19.0,0
1,1,7,6,1,True,1,True,24.92,307.0,3.5,24.0,78.0,23,1258,1.0,1.0,1.0,18.0,0.0,0.0,0.0,37173.0,0.76,7273.0,0.97,1.0,72.0,9166.666667,80.0,29.0,0
1,5,11,40,2,False,6,True,34.0,29.0,3.7,8.0,21.0,6,362,0.0,6.0,13.0,0.0,0.0,0.0,0.0,720.0,0.03,8206.0,0.92,1.0,34.0,7666.666667,100.0,13.0,0
1,4,2,29,2,False,7,True,13.75,3.0,3.1,5.0,5.0,5,64,0.0,4.0,7.0,0.0,0.0,0.0,0.0,1660.0,0.32,3490.0,1.0,2.0,24.0,1416.666667,60.0,7.0,0
1,1,2,41,2,False,6,True,10.5,10.0,3.4,7.0,9.0,5,162,0.0,0.0,4.0,0.0,0.0,1.0,0.0,6418.0,0.6,4054.0,1.0,0.0,22.0,8165.166667,87.0,35.0,0
1,1,26,2,4,False,4,True,14.0,103.0,3.4,8.0,14.0,7,653,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19391.0,0.75,6352.0,1.0,0.0,126.0,2708.333333,250.0,18.0,1
1,1,9,7,1,False,4,True,8.9,45.0,3.7,7.0,36.0,6,364,0.0,1.0,6.0,0.0,0.0,1.0,0.0,78229.0,0.53,66633.0,0.83,2.0,16.0,4000.0,150.0,23.0,0
2,2,19,0,1,True,6,True,24.99,96.0,3.7,12.0,49.0,7,347,0.0,2.0,8.0,0.0,0.0,0.0,0.0,10417.0,0.42,14219.0,1.0,3.0,42.0,7666.666667,250.0,15.0,0
1,0,0,31,0,False,0,True,7.7,,,,,0,0,,,,,,,,,,,,,5.868,15833.33333,60.0,,0
1,0,5,1,2,False,4,True,9.0,109.0,3.6,4.0,6.0,4,56,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1858.0,0.58,1342.0,1.0,0.0,10.0,3607.5,80.0,14.0,0
1,1,2,13,1,True,6,True,7.65,3.0,4.1,13.0,38.0,9,244,0.0,2.0,2.0,0.0,0.0,0.0,0.0,16427.0,0.19,69473.0,1.0,0.0,14.0,6666.666667,118.0,24.0,0
1,2,2,17,2,False,4,True,26.25,90.0,3.3,4.0,14.0,3,132,0.0,4.0,8.0,0.0,38.0,0.0,0.0,1430.0,0.28,3652.0,0.38,0.0,16.0,3416.666667,60.0,13.0,0
1,2,18,0,1,True,1,True,31.99,41.0,3.6,17.0,48.0,5,1410,0.0,1.0,3.0,0.0,0.0,0.0,0.0,74723.0,0.9,7860.0,1.0,6.0,68.0,9083.333333,80.0,32.0,1
1,3,39,14,4,True,7,False,7.1,23.0,3.7,3.0,18.0,4,455,0.0,0.0,8.0,0.0,0.0,0.0,0.0,26323.0,0.75,8477.0,1.0,0.0,,1666.666667,20.0,17.0,0
1,0,19,10,0,False,0,True,16.0,,3.2,,17.0,6,525,0.0,2.0,9.0,,2.0,0.0,,,,,,,36.0,6000.0,120.0,18.0,0
1,6,13,1,1,True,2,True,25.99,29.0,3.7,13.0,46.0,3,50,0.0,1.0,4.0,0.0,13.0,1.0,0.0,1957.0,0.52,1440.0,0.9,0.0,68.0,4783.333333,50.0,24.0,0
1,1,44,16,2,False,2,True,21.25,44.0,3.3,6.0,14.0,4,201,0.0,0.0,1.0,0.0,12.0,0.0,0.0,1256.0,0.05,22523.0,0.38,0.0,46.0,4500.0,210.0,24.0,0
1,3,34,2,4,False,1,False,31.77,144.0,3.5,14.0,22.0,13,846,0.0,3.0,3.0,0.0,0.0,0.0,0.0,34312.0,0.4,50018.0,1.0,2.0,,8333.333333,80.0,32.0,1
1,4,31,35,2,True,2,True,14.85,127.0,3.2,19.0,43.0,14,831,0.0,1.0,4.0,0.0,0.0,0.0,0.0,43607.0,0.9,3082.0,0.97,4.0,66.0,4833.333333,50.0,16.0,0
1,2,4,19,1,False,7,True,24.52,58.0,3.6,4.0,36.0,7,131,0.0,1.0,5.0,0.0,2.0,1.0,0.0,869.0,0.35,1581.0,0.78,0.0,64.0,1500.0,180.0,24.0,0
1,1,20,1,1,True,4,True,17.34,43.0,3.4,16.0,28.0,5,229,0.0,2.0,3.0,0.0,0.0,0.0,0.0,6577.0,0.56,5123.0,1.0,1.0,146.0,3583.333333,220.0,13.0,0
1,1,9,1,1,True,1,True,23.24,364.0,3.0,14.0,24.0,7,554,0.0,1.0,10.0,0.0,0.0,1.0,0.0,20796.0,0.99,137.0,0.85,1.0,34.0,9666.666667,190.0,24.0,1
1,1,2,0,2,True,4,True,16.45,80.0,3.4,20.0,37.0,18,939,0.0,5.0,20.0,0.0,0.0,0.0,0.0,13922.0,0.88,1765.0,0.96,0.0,96.0,3833.333333,50.0,24.0,0
1,0,0,12,0,False,0,True,11.25,,3.4,,4.0,3,225,0.0,1.0,1.0,,0.0,0.0,,,,,,,28.0,1833.333333,20.0,14.0,0
1,1,28,1,2,False,2,True,8.35,65.0,3.8,8.0,24.0,8,192,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3025.0,0.2,11169.0,0.9,0.0,36.0,4733.333333,120.0,14.0,0
1,0,10,40,2,True,4,True,16.15,16.0,3.3,3.0,13.0,1,0,0.0,1.0,3.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,32.0,3750.0,220.0,19.0,0
1,6,19,1,1,True,1,True,9.74,126.0,3.8,7.0,35.0,5,379,0.0,3.0,7.0,0.0,0.0,0.0,0.0,14363.0,0.51,13337.0,1.0,0.0,24.0,9583.333333,60.0,20.0,0
1,0,5,48,2,True,6,True,9.7,20.0,4.0,5.0,7.0,2,121,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7140.0,0.21,25510.0,1.0,0.0,34.0,6250.0,500.0,20.0,0
1,0,4,31,0,False,0,True,20.75,,2.4,,6.0,0,0,3.0,1.0,,,,0.0,,,,,,,4.506,2500.0,30.0,15.0,1
1,3,23,1,2,False,4,True,35.0,258.0,3.1,15.0,39.0,9,278,2.0,0.0,7.0,11833.0,17.0,1.0,0.0,5776.0,0.91,561.0,0.76,0.0,58.0,2083.333333,25.0,24.0,0
1,7,16,1,1,True,4,True,25.74,29.0,3.3,9.0,30.0,5,171,0.0,1.0,6.0,0.0,12.0,1.0,0.0,4847.0,0.61,2824.0,0.77,2.0,50.0,3625.0,80.0,17.0,1
1,1,19,1,1,False,2,False,31.77,9.0,3.5,10.0,22.0,6,143,0.0,4.0,7.0,0.0,0.0,0.0,0.0,4206.0,0.22,14395.0,0.9,2.0,,5800.0,80.0,14.0,1
1,0,0,41,0,False,0,True,21.0,,3.0,,22.0,6,129,1.0,2.0,3.0,,38.0,0.0,,,,,,,24.0,7750.0,40.0,17.0,1
3,1,44,12,1,False,2,True,11.77,8.0,3.8,17.0,41.0,17,622,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5432.0,0.19,14839.0,0.95,0.0,52.0,5000.0,80.0,17.0,0
1,0,19,15,0,False,0,True,29.0,,2.7,,24.0,2,87,8.0,2.0,14.0,,7.0,1.0,,,,,,,30.0,6750.0,80.0,25.0,1
1,3,48,10,2,True,1,True,14.95,27.0,3.2,7.0,14.0,5,268,1.0,4.0,8.0,94.0,16.0,0.0,0.0,8126.0,0.65,4139.0,0.38,1.0,8.0,9466.666667,20.0,12.0,0
1,0,0,15,2,True,1,True,9.99,3.0,3.8,25.0,58.0,15,450,0.0,3.0,19.0,0.0,0.0,0.0,0.0,17391.0,0.35,31909.0,0.98,5.0,36.0,12833.33333,500.0,19.0,0
1,1,30,38,2,False,2,True,25.99,110.0,3.5,2.0,20.0,2,4,1.0,6.0,7.0,0.0,25.0,1.0,0.0,4.0,0.0,3646.0,0.7,0.0,4.0,5458.333333,40.0,18.0,0
1,7,13,41,2,False,6,True,26.25,39.0,3.4,3.0,24.0,1,10,1.0,1.0,6.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,16.0,7000.0,40.0,17.0,0
1,4,30,45,2,False,7,True,11.05,32.0,3.4,2.0,6.0,2,36,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1897.0,0.47,2103.0,1.0,0.0,52.0,391.666667,40.0,9.0,0
1,1,2,35,2,True,6,True,29.4,260.0,3.1,14.0,39.0,6,278,0.0,4.0,50.0,0.0,4.0,0.0,0.0,10390.0,1.03,39.0,0.87,2.0,56.0,6984.166667,69.32,20.0,0
1,12,8,1,1,False,7,True,21.48,92.0,3.3,1.0,12.0,1,25,0.0,3.0,3.0,0.0,0.0,1.0,0.0,265.0,0.26,735.0,0.75,1.0,24.0,1500.0,80.0,16.0,0
2,1,5,0,4,True,4,False,24.98,114.0,4.0,13.0,37.0,14,2091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67271.0,0.46,46105.0,1.0,0.0,,2083.333333,260.0,30.0,0
2,3,34,33,1,True,1,True,13.46,2.0,3.7,9.0,26.0,8,431,0.0,1.0,3.0,0.0,0.0,0.0,0.0,19418.0,0.59,13482.0,0.96,0.0,28.0,18750.0,500.0,18.0,0
1,4,2,12,6,True,7,True,14.0,20.0,3.5,15.0,42.0,11,549,0.0,1.0,11.0,0.0,0.0,1.0,0.0,29161.0,0.37,48039.0,0.87,0.0,294.0,1000.0,140.0,24.0,0
1,1,5,16,4,False,7,False,21.48,382.0,3.7,8.0,26.0,7,853,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61021.0,0.66,28562.0,1.0,0.0,,1000.0,300.0,24.0,1
1,4,20,12,2,True,2,True,14.2,69.0,3.4,26.0,42.0,18,1074,0.0,0.0,4.0,0.0,0.0,0.0,0.0,68190.0,0.9,6442.0,0.95,0.0,92.0,4166.666667,40.0,37.0,0
2,16,2,3,1,False,2,True,22.2,189.0,3.4,10.0,27.0,5,268,0.0,1.0,9.0,0.0,0.0,1.0,0.0,8277.0,0.91,664.0,0.8,4.0,38.0,6028.583333,250.0,17.0,0
1,1,30,13,2,False,2,True,9.35,29.0,3.8,12.0,37.0,7,298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2341.0,0.11,18559.0,1.0,1.0,54.0,5583.333333,250.0,15.0,0
2,1,19,38,1,False,2,True,28.7,44.0,3.6,19.0,37.0,14,1075,0.0,1.0,1.0,0.0,0.0,0.0,0.0,52516.0,0.44,63021.0,1.0,3.0,94.0,4166.666667,300.0,19.0,1
1,0,0,31,0,False,0,True,8.97,,,,,0,0,,,,,,,,,,,,,36.93,4333.333333,80.0,,0
1,0,2,6,2,True,1,True,20.0,12.0,3.4,10.0,39.0,7,3091,0.0,0.0,7.0,0.0,0.0,0.0,0.0,229318.0,0.98,3769.0,0.96,0.0,72.0,10000.0,500.0,27.0,1
1,1,5,19,2,False,2,True,24.6,63.0,3.1,3.0,7.0,1,0,0.0,1.0,3.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,18.0,6000.0,120.0,14.0,0
1,0,19,10,0,False,0,True,29.0,,2.8,,9.0,2,173,0.0,12.0,17.0,,0.0,0.0,,,,,,,58.0,1666.666667,80.0,10.0,1
1,7,23,47,1,False,4,True,29.32,11.0,3.3,8.0,19.0,7,226,1.0,0.0,2.0,0.0,3.0,1.0,0.0,5180.0,0.72,1690.0,0.81,0.0,398.0,2500.0,80.0,21.0,0
1,0,0,1,0,True,0,True,29.0,,2.3,,22.0,4,307,4.0,3.0,10.0,,3.0,0.0,,,,,,,38.0,3277.5,54.0,25.0,0
1,0,7,26,2,True,1,True,9.0,43.0,4.3,25.0,41.0,23,1864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55070.0,0.17,222234.0,1.0,1.0,38.0,12500.0,300.0,31.0,0
1,0,5,19,2,False,2,True,23.0,49.0,2.7,2.0,8.0,0,0,0.0,0.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.12,0.0,10.0,5000.0,98.0,14.0,0
1,1,2,6,1,False,7,True,30.06,16.0,3.6,3.0,4.0,3,76,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2255.0,0.19,9094.0,1.0,2.0,42.0,1166.666667,80.0,8.0,1
1,0,0,15,2,False,6,True,19.0,62.0,3.5,13.0,20.0,9,1912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144735.0,0.7,55861.0,1.0,1.0,84.0,7672.166667,200.0,24.0,1
1,7,1,38,1,False,4,True,13.9,34.0,3.6,12.0,20.0,10,343,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15150.0,0.39,20806.0,0.95,0.0,50.0,3083.333333,147.4,14.0,0
1,0,17,0,2,True,4,True,15.85,33.0,3.6,13.0,32.0,7,932,0.0,1.0,5.0,0.0,0.0,0.0,0.0,60045.0,0.5,27889.0,0.88,1.0,138.0,3000.0,500.0,19.0,1
1,7,5,26,2,False,6,True,14.8,28.0,3.6,6.0,9.0,2,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,237.0,0.0,24763.0,1.0,1.0,48.0,7916.666667,320.0,15.0,0
2,3,2,40,2,True,6,True,13.29,86.0,3.4,11.0,20.0,7,263,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6321.0,0.91,474.0,0.88,1.0,36.0,6552.0,160.0,11.0,1
1,0,8,0,0,True,0,True,15.9,,3.5,,59.0,1,491,0.0,13.0,15.0,,0.0,0.0,,,,,,,106.0,6916.666667,120.0,20.0,0
1,1,46,1,1,False,2,True,32.2,31.0,3.4,4.0,22.0,3,106,0.0,1.0,1.0,0.0,3.0,0.0,0.0,2796.0,0.94,154.0,0.81,0.0,50.0,4500.0,150.0,20.0,0
1,0,26,31,0,False,0,True,20.0,,3.0,,8.0,0,0,0.0,0.0,,,1.0,0.0,,,,,,,49.822,1041.666667,60.0,14.0,1
1,1,6,1,2,False,2,True,15.5,25.0,3.1,7.0,19.0,4,109,0.0,0.0,2.0,0.0,14.0,1.0,0.0,3085.0,0.86,466.0,0.8,0.0,46.0,4333.333333,199.98,23.0,0
1,7,15,1,2,True,4,True,13.0,9.0,3.5,6.0,27.0,3,40,0.0,1.0,6.0,0.0,18.0,0.0,0.0,173.0,0.23,577.0,0.66,2.0,50.0,2255.75,64.0,15.0,0
1,7,29,40,1,True,6,True,31.25,301.0,3.4,11.0,69.0,0,0,0.0,2.0,4.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.72,5.0,78.0,7500.0,80.0,19.0,1
2,7,7,6,1,False,4,True,22.18,182.0,3.5,9.0,12.0,9,197,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3178.0,0.3,2463.0,1.0,2.0,30.0,3749.833333,260.0,13.0,1
1,0,0,27,0,False,0,True,29.0,,2.5,,5.0,0,0,2.0,4.0,13.0,,8.0,0.0,,,,,,,8.0,2990.0,50.0,15.0,1
1,1,6,1,2,False,4,True,16.51,5.0,3.6,11.0,20.0,4,457,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11334.0,0.55,8547.0,0.68,0.0,82.0,3125.0,160.0,14.0,0
1,7,15,1,6,False,7,True,14.2,35.0,3.4,7.0,28.0,7,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1538.0,0.76,462.0,0.5,0.0,140.0,1250.0,40.0,13.0,0
1,1,4,10,2,True,2,True,11.1,7.0,3.6,10.0,20.0,9,406,0.0,1.0,2.0,0.0,0.0,1.0,0.0,18045.0,0.63,10355.0,1.0,3.0,26.0,6000.0,220.0,27.0,0
1,1,13,15,1,True,2,True,31.77,224.0,3.5,10.0,45.0,6,862,0.0,0.0,13.0,0.0,0.0,0.0,0.0,25928.0,0.76,8096.0,1.0,5.0,58.0,5833.333333,80.0,30.0,0
1,1,30,11,1,False,4,True,17.99,5.0,3.3,12.0,35.0,6,73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15226.0,0.88,1980.0,0.96,0.0,22.0,3750.0,60.0,14.0,0
1,0,2,1,7,False,4,True,17.0,54.0,3.5,8.0,20.0,5,232,0.0,1.0,9.0,0.0,0.0,0.0,0.0,7635.0,0.88,113.0,0.84,1.0,96.0,2583.333333,260.0,17.0,1
1,1,35,0,2,True,4,True,12.0,141.0,3.8,16.0,29.0,7,423,0.0,1.0,5.0,0.0,0.0,0.0,0.0,12668.0,0.74,4332.0,0.96,0.0,118.0,2500.0,50.0,27.0,0
1,1,14,1,2,False,7,True,14.3,99.0,3.1,9.0,10.0,8,248,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14118.0,0.98,221.0,0.9,0.0,44.0,2000.0,32.0,12.0,0
1,0,0,1,2,False,4,True,23.95,14.0,2.8,20.0,42.0,9,214,1.0,12.0,43.0,84.0,8.0,0.0,0.0,5259.0,0.94,174.0,0.75,2.0,86.0,4000.0,100.0,16.0,1
1,6,7,0,2,False,2,True,7.5,5.0,3.8,7.0,11.0,2,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,0.1,4455.0,1.0,0.0,26.0,4333.333333,121.2,15.0,0
2,3,2,62,1,True,1,True,19.39,132.0,3.4,9.0,22.0,7,962,2.0,0.0,1.0,9113.0,0.0,0.0,0.0,95787.0,0.77,28344.0,0.76,0.0,34.0,11000.0,500.0,37.0,0
1,4,10,13,4,True,3,False,35.0,38.0,3.0,5.0,45.0,4,0,11.0,5.0,13.0,6105.0,8.0,1.0,0.0,0.0,0.0,0.0,0.64,0.0,,0.0,100.0,27.0,1
1,0,0,38,0,True,0,True,23.0,,3.1,,42.0,6,172,0.0,40.0,82.0,,2.0,0.0,,,,,,,56.0,6000.0,50.0,27.0,1
1,1,23,46,1,True,6,True,20.99,146.0,3.6,20.0,32.0,3,62,3.0,3.0,5.0,383.0,18.0,0.0,0.0,2443.0,0.46,2757.0,0.76,2.0,36.0,8158.333333,320.0,27.0,0
1,1,30,0,1,True,6,True,28.59,106.0,3.0,10.0,37.0,7,593,0.0,2.0,8.0,0.0,27.0,1.0,0.0,16600.0,0.74,5476.0,0.71,1.0,28.0,8250.0,80.0,28.0,0
1,1,2,0,2,False,4,True,11.5,1.0,3.2,7.0,11.0,7,253,0.0,0.0,6.0,0.0,3.0,0.0,0.0,7066.0,0.54,5155.0,0.72,0.0,26.0,3333.333333,100.0,14.0,0
1,3,37,1,4,True,6,False,25.99,183.0,3.7,12.0,38.0,9,624,1.0,0.0,3.0,41020.0,6.0,0.0,0.0,39070.0,0.46,13872.0,0.93,1.0,,8000.0,170.0,28.0,0
1,1,7,30,1,True,6,True,25.99,153.0,3.7,10.0,20.0,9,1186,0.0,0.0,6.0,0.0,0.0,0.0,0.0,52821.0,0.71,20313.0,1.0,0.0,58.0,6916.666667,130.0,21.0,0
1,5,2,36,6,False,4,True,16.25,25.0,2.9,1.0,14.0,2,0,3.0,0.0,1.0,5193.0,13.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,12.0,2666.666667,60.0,15.0,0
1,7,7,1,2,False,4,True,31.0,40.0,3.2,9.0,33.0,5,85,0.0,3.0,13.0,0.0,15.0,1.0,0.0,2652.0,0.8,545.0,0.69,1.0,18.0,3416.666667,30.0,22.0,1
1,3,19,10,4,False,2,False,26.99,0.0,3.6,3.0,6.0,3,50,2.0,0.0,1.0,1558.0,0.0,0.0,0.0,1140.0,0.03,24000.0,0.75,0.0,,4583.333333,80.0,27.0,0
1,0,17,1,2,True,4,True,29.0,85.0,2.7,2.0,18.0,0,0,8.0,0.0,5.0,6149.0,9.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,6.0,2666.666667,20.0,14.0,1
1,1,17,18,1,False,2,True,17.99,75.0,3.5,15.0,44.0,14,665,0.0,1.0,3.0,0.0,0.0,0.0,0.0,27201.0,0.59,14382.0,1.0,1.0,44.0,4833.333333,160.0,18.0,0
1,0,17,5,2,True,6,True,15.45,72.0,3.4,12.0,83.0,4,779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26889.0,1.0,33.0,0.93,0.0,78.0,7916.666667,80.0,23.0,1
2,2,12,6,1,True,2,True,19.14,89.0,3.5,8.0,15.0,2,52,0.0,3.0,11.0,0.0,0.0,0.0,0.0,781.0,0.97,21.0,0.92,0.0,44.0,5333.333333,60.0,13.0,0
1,1,1,1,5,True,2,True,31.99,11.0,3.4,15.0,42.0,7,948,0.0,5.0,11.0,0.0,0.0,0.0,0.0,26498.0,0.49,27380.0,0.94,1.0,118.0,5000.0,150.0,19.0,0
1,4,23,30,2,True,6,True,29.0,93.0,3.1,6.0,35.0,2,93,1.0,1.0,12.0,7807.0,38.0,2.0,0.0,3121.0,1.04,0.0,0.69,0.0,4.0,6666.666667,30.0,22.0,0
